seed,model,condition,episode,return,success,time_in_radius,chose_active,final_dist_px
-1,noop,planning,65,-0.22417639,0.0,0.0,1.0,7.4026146
-1,noop,planning,66,-0.35044307,0.0,0.0,0.0,12.220091
-1,noop,planning,67,-0.29924235,0.0,0.0,1.0,9.822808
-1,noop,planning,68,-0.2804944,0.0,0.0,0.0,10.30644
-1,noop,planning,69,-0.29319265,0.0,0.0,0.0,10.615368
-1,noop,planning,70,-0.33919704,0.0,0.0,1.0,10.98629
-1,noop,planning,71,-0.52435774,0.0,0.0,0.0,15.074148
-1,noop,planning,72,-0.8186192,0.0,0.0,0.0,26.069164
-1,noop,planning,73,-0.20044579,0.0,0.0,1.0,6.6575637
-1,noop,planning,74,-0.75049937,0.0,0.0,0.0,24.192291
-1,noop,planning,75,-0.79859847,0.0,0.0,0.0,27.96169
-1,noop,planning,76,-0.6477301,0.0,0.0,0.0,19.951931
-1,noop,planning,77,-0.38376182,0.0,0.0,0.0,9.974883
-1,noop,planning,78,-0.20344704,0.0,0.0,1.0,6.8238406
-1,noop,planning,79,-0.5547528,0.0,0.0,0.0,18.664366
-1,noop,planning,80,-0.10835715,0.0,0.0,1.0,3.3346598
-1,noop,planning,81,-0.4164082,0.0,0.0,1.0,12.567179
-1,noop,planning,82,-0.44080913,0.0,0.0,0.0,13.282387
-1,noop,planning,83,-0.36949426,0.0,0.0,0.0,12.646033
-1,noop,planning,84,-0.43393102,0.0,0.0,0.0,16.724808
-1,noop,planning,85,-0.55000734,0.0,0.0,0.0,17.41436
-1,noop,planning,86,-0.4948978,0.0,0.0,0.0,15.0476265
-1,noop,planning,87,-0.86111504,0.0,0.0,0.0,29.282803
-1,noop,planning,88,-0.30878755,0.0,0.0,1.0,9.4024105
-1,noop,planning,89,-0.4472612,0.0,0.0,0.0,14.721284
-1,noop,planning,90,-0.40710673,0.0,0.0,0.0,16.486622
-1,noop,planning,91,-0.47114706,0.0,0.0,0.0,14.690607
-1,noop,planning,92,-1.0508556,0.0,0.0,0.0,33.396706
-1,noop,planning,93,-0.22990657,0.0,0.0,1.0,6.5498767
-1,noop,planning,94,-0.47327587,0.0,0.0,1.0,16.873627
-1,noop,planning,95,-0.23973827,0.0,0.0,1.0,10.785144
-1,noop,planning,96,-0.26086643,0.0,0.0,1.0,9.099243
-1,noop,planning,97,-0.22919464,0.0,0.0,1.0,7.3753877
-1,noop,planning,98,-0.4836663,0.0,0.0,1.0,15.019381
-1,noop,planning,99,-0.6215186,0.0,0.0,0.0,19.216679
-1,noop,planning,100,-0.2861969,0.0,0.0,0.0,10.928949
-1,noop,planning,101,-0.23861092,0.0,0.0,1.0,4.2403307
-1,noop,planning,102,-0.34218037,0.0,0.0,1.0,7.047059
-1,noop,planning,103,-0.18251513,0.0,0.0,1.0,6.6860504
-1,noop,planning,104,-0.48390126,0.0,0.0,0.0,18.480654
-1,noop,planning,105,-0.61075646,0.0,0.0,0.0,19.41837
-1,noop,planning,106,-0.36773655,0.0,0.0,0.0,13.288738
-1,noop,planning,107,-0.60407555,0.0,0.0,0.0,21.049482
-1,noop,planning,108,-0.49642643,0.0,0.0,0.0,17.796694
-1,noop,planning,109,-0.25333482,0.0,0.0,1.0,7.1641345
-1,noop,planning,110,-0.48441374,0.0,0.0,0.0,14.567081
-1,noop,planning,111,-0.5062747,0.0,0.0,0.0,18.596321
-1,noop,planning,112,0.058443166,1.0,0.3333333333333333,1.0,1.3192705
-1,noop,planning,113,-0.027388759,0.0,0.0,1.0,3.7503412
-1,noop,planning,114,-0.75518966,0.0,0.0,0.0,26.098154
-1,noop,planning,115,-0.44759077,0.0,0.0,0.0,13.863371
-1,noop,planning,116,-0.42217395,0.0,0.0,1.0,15.407026
-1,noop,planning,117,-0.86535686,0.0,0.0,0.0,26.939407
-1,noop,planning,118,-0.12179382,0.0,0.0,1.0,4.356452
-1,noop,planning,119,-0.40217623,0.0,0.0,1.0,12.929916
-1,noop,planning,120,-0.47813487,0.0,0.0,1.0,17.20587
-1,noop,planning,121,-0.57820415,0.0,0.0,1.0,18.867496
-1,noop,planning,122,-0.72938037,0.0,0.0,1.0,23.880173
-1,noop,planning,123,-0.3169457,0.0,0.0,1.0,7.264509
-1,noop,planning,124,-0.55480725,0.0,0.0,0.0,17.794085
-1,noop,planning,125,-0.51440364,0.0,0.0,0.0,17.167358
-1,noop,planning,126,-0.46179682,0.0,0.0,0.0,17.148037
-1,noop,planning,127,-0.5391896,0.0,0.0,0.0,16.736115
-1,noop,planning,128,-0.24185447,0.0,0.0,1.0,9.385479
-1,noop,planning,129,-0.48394695,0.0,0.0,1.0,16.972624
-1,noop,planning,130,-0.48959544,0.0,0.0,0.0,16.030048
-1,noop,planning,131,-0.58110636,0.0,0.0,0.0,19.991545
-1,noop,planning,132,-0.23784918,0.0,0.0,1.0,7.7663608
-1,noop,planning,133,-0.39888853,0.0,0.0,1.0,13.055475
-1,noop,planning,134,-0.3285368,0.0,0.0,1.0,10.136257
-1,noop,planning,135,-0.59387547,0.0,0.0,0.0,18.160837
-1,noop,planning,136,-0.55431926,0.0,0.0,0.0,18.52207
-1,noop,planning,137,-0.53374106,0.0,0.0,0.0,18.816193
-1,noop,planning,138,-0.6729197,0.0,0.0,1.0,22.847652
-1,noop,planning,139,-0.210783,0.0,0.0,1.0,6.9426966
-1,noop,planning,140,-0.5534635,0.0,0.0,1.0,15.571231
-1,noop,planning,141,-0.5513355,0.0,0.0,0.0,19.677994
-1,noop,planning,142,-0.6011274,0.0,0.0,0.0,18.287941
-1,noop,planning,143,-0.48654947,0.0,0.0,1.0,17.11462
-1,noop,planning,144,-0.21416706,0.0,0.0,1.0,5.6465783
-1,noop,planning,145,-0.566383,0.0,0.0,1.0,17.008448
-1,noop,planning,146,-0.39857656,0.0,0.0,1.0,11.975175
-1,noop,planning,147,-0.28110436,0.0,0.0,1.0,10.306139
-1,noop,planning,148,-0.63139087,0.0,0.0,0.0,21.629297
-1,noop,planning,149,-0.2724301,0.0,0.0,1.0,8.415833
-1,noop,planning,150,-0.6160533,0.0,0.0,0.0,18.20754
-1,noop,planning,151,-0.5335034,0.0,0.0,0.0,20.032337
-1,noop,planning,152,-0.3567539,0.0,0.0,1.0,10.453425
-1,noop,planning,153,-0.39027384,0.0,0.0,0.0,12.011703
-1,noop,planning,154,-0.5227248,0.0,0.0,0.0,16.682898
-1,noop,planning,155,-0.56901073,0.0,0.0,0.0,16.396194
-1,noop,planning,156,-0.53820336,0.0,0.0,0.0,16.598347
-1,noop,planning,157,-0.2998788,0.0,0.0,1.0,11.52112
-1,noop,planning,158,-0.5782155,0.0,0.0,0.0,17.889223
-1,noop,planning,159,-0.2524767,0.0,0.0,1.0,4.949487
-1,noop,planning,160,-0.37912637,0.0,0.0,0.0,14.47906
-1,noop,planning,161,-0.49230403,0.0,0.0,0.0,15.923346
-1,noop,planning,162,-0.40225974,0.0,0.0,0.0,11.870051
-1,noop,planning,163,-0.46774566,0.0,0.0,1.0,14.619424
-1,noop,planning,164,-0.27367654,0.0,0.0,1.0,8.158012
-1,noop,planning,165,-0.42278612,0.0,0.0,0.0,15.711391
-1,noop,planning,166,-0.5286045,0.0,0.0,1.0,17.199518
-1,noop,planning,167,-0.7373591,0.0,0.0,0.0,23.296995
-1,noop,planning,168,-0.39836037,0.0,0.0,1.0,12.768896
-1,noop,planning,169,-0.37567398,0.0,0.0,1.0,12.673633
-1,noop,planning,170,-0.13804139,0.0,0.1111111111111111,0.0,9.25457
-1,noop,planning,171,-0.6341353,0.0,0.0,1.0,20.34091
-1,noop,planning,172,-0.21882735,0.0,0.0,1.0,6.8042374
-1,noop,planning,173,-0.28393212,0.0,0.0,1.0,10.953474
-1,noop,planning,174,-0.6987008,0.0,0.0,0.0,23.102022
-1,noop,planning,175,-0.554829,0.0,0.0,0.0,17.052608
-1,noop,planning,176,-0.83767414,0.0,0.0,0.0,26.878935
-1,noop,planning,177,-0.71343505,0.0,0.0,0.0,22.468126
-1,noop,planning,178,-0.6136638,0.0,0.0,0.0,20.447096
-1,noop,planning,179,-0.33725137,0.0,0.0,1.0,8.081633
-1,noop,planning,180,-0.5859015,0.0,0.0,0.0,17.783897
-1,noop,planning,181,-0.46977,0.0,0.0,1.0,17.21347
-1,noop,planning,182,-0.38976628,0.0,0.0,0.0,15.255177
-1,noop,planning,183,-0.62502074,0.0,0.0,1.0,21.280973
-1,noop,planning,184,-0.31579542,0.0,0.0,1.0,11.903595
-1,noop,planning,185,-0.49499393,0.0,0.0,0.0,17.040665
-1,noop,planning,186,-0.5637788,0.0,0.0,0.0,16.584543
-1,noop,planning,187,-0.59569544,0.0,0.0,0.0,19.562727
-1,noop,planning,188,-0.8142223,0.0,0.0,0.0,24.268305
-1,noop,planning,189,-0.5181973,0.0,0.0,0.0,14.751011
-1,noop,planning,190,-0.07456149,0.0,0.0,1.0,3.3905833
-1,noop,planning,191,-0.27411595,0.0,0.0,1.0,9.899993
-1,noop,planning,192,-0.37907317,0.0,0.0,0.0,12.219283
-1,noop,planning,193,-0.3621217,0.0,0.0,0.0,10.042416
-1,noop,planning,194,-0.114273414,0.0,0.0,1.0,5.999244
-1,noop,planning,195,-0.19881494,0.0,0.0,1.0,8.04202
-1,noop,planning,196,-0.32844442,0.0,0.0,1.0,9.8093815
-1,noop,planning,197,-0.30327475,0.0,0.0,1.0,8.369277
-1,noop,planning,198,-0.43068597,0.0,0.0,1.0,15.466134
-1,noop,planning,199,-0.61176777,0.0,0.0,0.0,21.947298
-1,random,planning,0,-0.64528775,0.0,0.0,0.0,19.27408
-1,random,planning,1,-0.6323036,0.0,0.0,0.0,23.658775
-1,random,planning,2,-0.7615369,0.0,0.0,0.0,27.131376
-1,random,planning,3,-0.7442794,0.0,0.0,0.0,23.155794
-1,random,planning,4,-0.5108557,0.0,0.0,1.0,17.133974
-1,random,planning,5,-0.72282547,0.0,0.0,0.0,23.55449
-1,random,planning,6,-0.22254276,0.0,0.0,1.0,8.793494
-1,random,planning,7,-0.7563794,0.0,0.0,0.0,24.834948
-1,random,planning,8,-0.5971688,0.0,0.0,0.0,22.163198
-1,random,planning,9,-0.08517833,0.0,0.0,1.0,5.9694643
-1,random,planning,10,-0.6373347,0.0,0.0,0.0,21.705364
-1,random,planning,11,-0.46879506,0.0,0.0,1.0,13.671053
-1,random,planning,12,-0.4709272,0.0,0.0,0.0,15.239086
-1,random,planning,13,-0.42108464,0.0,0.0,1.0,11.981422
-1,random,planning,14,-0.20318854,0.0,0.0,1.0,7.6480336
-1,random,planning,15,-0.73461354,0.0,0.0,0.0,20.494205
-1,random,planning,16,-0.5016267,0.0,0.0,0.0,16.097853
-1,random,planning,17,-0.041856095,0.0,0.15555555555555556,1.0,3.515923
-1,random,planning,18,-0.31943312,0.0,0.0,0.0,10.416575
-1,random,planning,19,-0.73356205,0.0,0.0,1.0,23.546606
-1,random,planning,20,-0.6532887,0.0,0.0,0.0,22.46519
-1,random,planning,21,-0.3550003,0.0,0.0,0.0,16.828506
-1,random,planning,22,-0.2740452,0.0,0.0,1.0,5.9692364
-1,random,planning,23,-0.14378087,0.0,0.0,1.0,3.8764584
-1,random,planning,24,-0.57553196,0.0,0.0,0.0,20.948236
-1,random,planning,25,-0.34711283,0.0,0.0,1.0,8.395704
-1,random,planning,26,-0.74750817,0.0,0.0,0.0,26.709768
-1,random,planning,27,-0.36676535,0.0,0.0,1.0,7.9044204
-1,random,planning,28,-0.43960774,0.0,0.0,1.0,8.314149
-1,random,planning,29,-0.75650847,0.0,0.0,0.0,26.621254
-1,random,planning,30,-0.71716654,0.0,0.0,0.0,26.265247
-1,random,planning,31,-0.50547963,0.0,0.0,1.0,13.2654705
-1,random,planning,32,-0.5667219,0.0,0.0,1.0,19.679214
-1,random,planning,33,-0.706922,0.0,0.0,0.0,21.13138
-1,random,planning,34,-0.92489237,0.0,0.0,0.0,30.164244
-1,random,planning,35,-0.4750903,0.0,0.0,1.0,12.316051
-1,random,planning,36,-0.16927625,0.0,0.0,1.0,6.0556035
-1,random,planning,37,-0.13420206,0.0,0.0,1.0,10.245242
-1,random,planning,38,-0.68840235,0.0,0.0,0.0,25.225069
-1,random,planning,39,-0.49965054,0.0,0.0,0.0,12.314073
-1,random,planning,40,-0.81433266,0.0,0.0,0.0,25.530268
-1,random,planning,41,-0.5784108,0.0,0.0,0.0,21.860197
-1,random,planning,42,-0.35751987,0.0,0.0,1.0,7.798117
-1,random,planning,43,-0.5262072,0.0,0.0,0.0,20.653908
-1,random,planning,44,-0.18907739,0.0,0.0,1.0,6.2624626
-1,random,planning,45,-0.28566515,0.0,0.0,1.0,9.079472
-1,random,planning,46,-0.25807887,0.0,0.0,1.0,7.0372076
-1,random,planning,47,-0.22474082,0.0,0.0,1.0,6.2433686
-1,random,planning,48,-0.6912655,0.0,0.0,0.0,24.456926
-1,random,planning,49,-0.30431208,0.0,0.0,1.0,11.002687
-1,random,planning,50,-0.66853577,0.0,0.0,0.0,18.032572
-1,random,planning,51,-0.72203505,0.0,0.0,1.0,20.439161
-1,random,planning,52,-0.33426687,0.0,0.0,1.0,10.802753
-1,random,planning,53,-0.38760084,0.0,0.0,1.0,10.954522
-1,random,planning,54,-0.24619575,0.0,0.0,1.0,2.4415529
-1,random,planning,55,-0.50326735,0.0,0.0,1.0,15.714825
-1,random,planning,56,-0.65314376,0.0,0.0,0.0,23.546211
-1,random,planning,57,-0.48241374,0.0,0.0,0.0,20.448946
-1,random,planning,58,-0.26017573,0.0,0.0,1.0,5.912611
-1,random,planning,59,-0.35952953,0.0,0.0,1.0,9.326304
-1,random,planning,60,-0.19410856,0.0,0.0,1.0,4.740872
-1,random,planning,61,-0.6321003,0.0,0.0,0.0,19.420374
-1,random,planning,62,-0.77917343,0.0,0.0,0.0,26.5018
-1,random,planning,63,-0.58610165,0.0,0.0,0.0,20.377138
-1,random,planning,64,-0.25242752,0.0,0.0,1.0,2.6081142
-1,random,planning,65,-0.32752445,0.0,0.0,1.0,11.015679
-1,random,planning,66,-0.2908903,0.0,0.0,1.0,9.946804
-1,random,planning,67,-0.37241513,0.0,0.0,1.0,14.291386
-1,random,planning,68,-0.19301592,0.0,0.0,1.0,4.2606893
-1,random,planning,69,-0.22455162,0.0,0.0,1.0,6.389024
-1,random,planning,70,-0.3746049,0.0,0.0,0.0,11.682617
-1,random,planning,71,-0.62476754,0.0,0.0,0.0,22.16428
-1,random,planning,72,-0.7242664,0.0,0.0,0.0,19.639841
-1,random,planning,73,-0.26567104,0.0,0.0,1.0,8.520377
-1,random,planning,74,-0.7351937,0.0,0.0,0.0,23.937656
-1,random,planning,75,-0.85752964,0.0,0.0,0.0,30.574574
-1,random,planning,76,-0.6462935,0.0,0.0,0.0,19.966972
-1,random,planning,77,-0.37692887,0.0,0.0,1.0,7.076684
-1,random,planning,78,-0.21652862,0.0,0.0,1.0,6.917091
-1,random,planning,79,-0.5277032,0.0,0.0,0.0,15.381622
-1,random,planning,80,-0.19964609,0.0,0.0,1.0,7.8606963
-1,random,planning,81,-0.55226266,0.0,0.0,0.0,20.383533
-1,random,planning,82,-0.42664108,0.0,0.0,0.0,11.340743
-1,random,planning,83,-0.43377155,0.0,0.0,0.0,17.869097
-1,random,planning,84,-0.41459537,0.0,0.0,0.0,13.488428
-1,random,planning,85,-0.5222618,0.0,0.0,0.0,14.954453
-1,random,planning,86,-0.5116723,0.0,0.0,0.0,19.817162
-1,random,planning,87,-0.88819826,0.0,0.0,0.0,30.24783
-1,random,planning,88,-0.34254685,0.0,0.0,1.0,11.815668
-1,random,planning,89,-0.5664144,0.0,0.0,0.0,23.511967
-1,random,planning,90,-0.46354395,0.0,0.0,0.0,21.108545
-1,random,planning,91,-0.507018,0.0,0.0,0.0,17.919798
-1,random,planning,92,-1.0050557,0.0,0.0,0.0,29.928465
-1,random,planning,93,-0.19612868,0.0,0.0,0.0,6.7294235
-1,random,planning,94,-0.48929965,0.0,0.0,1.0,15.463266
-1,random,planning,95,-0.23764631,0.0,0.0,1.0,11.065244
-1,random,planning,96,-0.35344264,0.0,0.0,1.0,15.109682
-1,random,planning,97,-0.34582528,0.0,0.0,0.0,15.055906
-1,random,planning,98,-0.5225232,0.0,0.0,1.0,17.024199
-1,random,planning,99,-0.6490243,0.0,0.0,0.0,22.107391
-1,random,planning,100,-0.3729289,0.0,0.0,0.0,17.362757
-1,random,planning,101,-0.2741349,0.0,0.0,1.0,4.937615
-1,random,planning,102,-0.3644331,0.0,0.0,1.0,6.5297
-1,random,planning,103,-0.08768157,0.0,0.0,1.0,2.0231745
-1,random,planning,104,-0.55943155,0.0,0.0,0.0,24.400263
-1,random,planning,105,-0.587277,0.0,0.0,0.0,19.749048
-1,random,planning,106,-0.42405117,0.0,0.0,0.0,16.661476
-1,random,planning,107,-0.6094123,0.0,0.0,0.0,20.990435
-1,random,planning,108,-0.48610082,0.0,0.0,0.0,17.862644
-1,random,planning,109,-0.31033224,0.0,0.0,1.0,10.126618
-1,random,planning,110,-0.5180353,0.0,0.0,0.0,16.152246
-1,random,planning,111,-0.52178293,0.0,0.0,0.0,22.049278
-1,random,planning,112,-0.09066956,0.0,0.0,1.0,2.7046745
-1,random,planning,113,0.06845896,0.0,0.13333333333333333,1.0,3.5107505
-1,random,planning,114,-0.73006576,0.0,0.0,0.0,22.830217
-1,random,planning,115,-0.4785133,0.0,0.0,0.0,13.123059
-1,random,planning,116,-0.2883687,0.0,0.0,1.0,7.4912095
-1,random,planning,117,-0.82920563,0.0,0.0,0.0,23.515175
-1,random,planning,118,-0.231584,0.0,0.0,1.0,9.978196
-1,random,planning,119,-0.46248046,0.0,0.0,1.0,15.432652
-1,random,planning,120,-0.45258746,0.0,0.0,1.0,14.617041
-1,random,planning,121,-0.55387974,0.0,0.0,1.0,15.265884
-1,random,planning,122,-0.7558018,0.0,0.0,1.0,24.578419
-1,random,planning,123,-0.31202263,0.0,0.0,1.0,8.606961
-1,random,planning,124,-0.4660795,0.0,0.0,0.0,13.56502
-1,random,planning,125,-0.55957144,0.0,0.0,0.0,20.573633
-1,random,planning,126,-0.43613923,0.0,0.0,0.0,16.709616
-1,random,planning,127,-0.54362917,0.0,0.0,0.0,19.958101
-1,random,planning,128,-0.19002293,0.0,0.0,1.0,6.730571
-1,random,planning,129,-0.48493707,0.0,0.0,1.0,13.606797
-1,random,planning,130,-0.5746139,0.0,0.0,0.0,20.926968
-1,random,planning,131,-0.58885425,0.0,0.0,0.0,20.871078
-1,random,planning,132,-0.26385534,0.0,0.0,1.0,8.684555
-1,random,planning,133,-0.4175613,0.0,0.0,1.0,14.818014
-1,random,planning,134,-0.40688443,0.0,0.0,1.0,16.184069
-1,random,planning,135,-0.59584814,0.0,0.0,0.0,18.667864
-1,random,planning,136,-0.58762765,0.0,0.0,0.0,21.044577
-1,random,planning,137,-0.5549518,0.0,0.0,0.0,21.025682
-1,random,planning,138,-0.6458097,0.0,0.0,1.0,24.311983
-1,random,planning,139,-0.15585491,0.0,0.0,1.0,4.8388586
-1,random,planning,140,-0.52476776,0.0,0.0,1.0,14.306449
-1,random,planning,141,-0.60961187,0.0,0.0,0.0,24.009808
-1,random,planning,142,-0.6516686,0.0,0.0,0.0,19.854313
-1,random,planning,143,-0.4836573,0.0,0.0,1.0,18.142107
-1,random,planning,144,-0.18420221,0.0,0.0,1.0,3.9050083
-1,random,planning,145,-0.5023439,0.0,0.0,1.0,12.789023
-1,random,planning,146,-0.45090526,0.0,0.0,1.0,16.691898
-1,random,planning,147,-0.35429174,0.0,0.0,1.0,13.845982
-1,random,planning,148,-0.6245642,0.0,0.0,0.0,19.824791
-1,random,planning,149,-0.26230937,0.0,0.0,1.0,7.5410905
-1,random,planning,150,-0.67977864,0.0,0.0,0.0,21.88131
-1,random,planning,151,-0.39503723,0.0,0.0,1.0,9.292591
-1,random,planning,152,-0.3100366,0.0,0.0,1.0,7.637461
-1,random,planning,153,-0.3724745,0.0,0.0,1.0,10.492778
-1,random,planning,154,-0.56649625,0.0,0.0,0.0,17.604565
-1,random,planning,155,-0.5165124,0.0,0.0,0.0,14.595426
-1,random,planning,156,-0.5597856,0.0,0.0,0.0,18.026468
-1,random,planning,157,-0.37221324,0.0,0.0,1.0,14.439225
-1,random,planning,158,-0.6025066,0.0,0.0,0.0,20.611065
-1,random,planning,159,-0.28648856,0.0,0.0,0.0,7.7837453
-1,random,planning,160,-0.46534747,0.0,0.0,0.0,18.814186
-1,random,planning,161,-0.4705973,0.0,0.0,0.0,13.85318
-1,random,planning,162,-0.49062496,0.0,0.0,0.0,18.864803
-1,random,planning,163,-0.47785166,0.0,0.0,1.0,13.473652
-1,random,planning,164,-0.29001278,0.0,0.0,1.0,9.075961
-1,random,planning,165,-0.39112815,0.0,0.0,0.0,11.768165
-1,random,planning,166,-0.55984735,0.0,0.0,1.0,18.35794
-1,random,planning,167,-0.7961887,0.0,0.0,0.0,26.873642
-1,random,planning,168,-0.34033376,0.0,0.0,1.0,9.408589
-1,random,planning,169,-0.41427702,0.0,0.0,1.0,15.343435
-1,random,planning,170,-0.2729464,0.0,0.06666666666666667,0.0,17.153582
-1,random,planning,171,-0.65137935,0.0,0.0,1.0,20.150167
-1,random,planning,172,-0.19726759,0.0,0.0,1.0,6.932041
-1,random,planning,173,-0.3674741,0.0,0.0,1.0,14.300007
-1,random,planning,174,-0.71610165,0.0,0.0,0.0,22.99029
-1,random,planning,175,-0.61672854,0.0,0.0,0.0,18.595787
-1,random,planning,176,-0.8277486,0.0,0.0,0.0,27.609898
-1,random,planning,177,-0.798337,0.0,0.0,0.0,27.075296
-1,random,planning,178,-0.58507425,0.0,0.0,0.0,20.110756
-1,random,planning,179,-0.37341583,0.0,0.0,0.0,11.445188
-1,random,planning,180,-0.7069116,0.0,0.0,0.0,23.769548
-1,random,planning,181,-0.38364026,0.0,0.0,1.0,12.127789
-1,random,planning,182,-0.4488438,0.0,0.0,0.0,20.200481
-1,random,planning,183,-0.6572515,0.0,0.0,1.0,22.858427
-1,random,planning,184,-0.32570815,0.0,0.0,1.0,13.463335
-1,random,planning,185,-0.55906886,0.0,0.0,0.0,18.389177
-1,random,planning,186,-0.6242732,0.0,0.0,0.0,20.547062
-1,random,planning,187,-0.5555846,0.0,0.0,0.0,15.878719
-1,random,planning,188,-0.86192083,0.0,0.0,0.0,27.395893
-1,random,planning,189,-0.5496875,0.0,0.0,0.0,19.192905
-1,random,planning,190,-0.18106848,0.0,0.0,1.0,7.8388443
-1,random,planning,191,-0.18603726,0.0,0.0,1.0,7.972413
-1,random,planning,192,-0.34176743,0.0,0.0,0.0,12.153842
-1,random,planning,193,-0.36716047,0.0,0.0,0.0,10.243177
-1,random,planning,194,-0.21026762,0.0,0.0,0.0,11.082043
-1,random,planning,195,-0.25136182,0.0,0.0,1.0,9.749639
-1,random,planning,196,-0.40875676,0.0,0.0,1.0,14.165366
-1,random,planning,197,-0.34954217,0.0,0.0,0.0,13.088179
-1,random,planning,198,-0.48321825,0.0,0.0,1.0,18.730028
-1,random,planning,199,-0.55333614,0.0,0.0,0.0,16.782381
-1,oracle,planning,0,0.0011642701,1.0,0.4444444444444444,1.0,0.016198263
